row_number,customer_id,surname,credit_score,geography,gender,age,tenure,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,exited
8745,15691906,Esposito,664,Germany,Female,49,5.0,127421,2,1,0,108876,1
8746,15793424,Tan,663,Spain,Female,28,8.0,61274,2,1,0,136054,0
8747,15577905,Hammond,660,France,Male,34,8.0,106486,2,0,1,182262,0
8748,15667216,Chung,579,France,Female,29,10.0,73194,2,1,1,129209,0
8749,15673971,Houghton,655,Germany,Female,44,6.0,146498,1,1,0,64853,1
8750,15701238,Chia,683,France,Male,47,1.0,0,2,1,0,148989,0
8751,15644849,Zikoranachidimma,655,France,Female,32,2.0,0,1,1,1,71047,0
8752,15635531,Boag,575,Spain,Female,30,8.0,0,2,1,0,185341,0
8753,15632263,Pagnotto,574,Spain,Male,30,1.0,120355,1,1,0,137793,0
8754,15720110,Oluchukwu,795,France,Male,32,2.0,117265,1,1,1,198317,0
8755,15619045,Baxter,776,France,Female,43,4.0,0,2,0,1,162137,0
8756,15697510,Tien,707,Spain,Female,52,7.0,0,1,1,0,109688,1
8757,15784923,Chimezie,705,Germany,Female,37,3.0,109974,1,1,1,36320,1
8758,15567383,Slone,678,Germany,Female,44,2.0,98009,2,0,1,31384,0
8759,15732621,Martin,663,France,Male,34,10.0,0,1,1,1,114083,0
8760,15757981,Loggia,748,France,Male,66,8.0,0,1,1,1,163331,0
8761,15727819,Hartley,677,Spain,Female,34,10.0,171671,1,1,1,50777,0
8762,15738088,Parkin,634,Spain,Male,63,10.0,0,2,1,0,30772,1
8763,15765173,Lin,350,France,Female,60,3.0,0,1,0,0,113796,1
8764,15665159,Brooks,727,France,Male,61,0.0,128213,2,1,1,188729,1
8765,15618203,Tien,773,Germany,Male,51,8.0,116197,2,1,1,86701,0
8766,15791452,Dann,675,France,Male,39,1.0,0,2,1,0,153129,0
8767,15638159,Trentino,649,Spain,Female,36,1.0,86607,1,0,0,19825,0
8768,15585466,Russo,552,France,Male,29,10.0,0,2,1,0,12186,0
8769,15677310,Christie,761,Germany,Male,62,1.0,98854,1,0,0,86920,1
8770,15646262,Ross,622,France,Male,31,7.0,0,1,1,0,35408,0
8771,15656901,Nnonso,615,France,Male,59,8.0,0,2,1,1,165576,0
8772,15621093,Teng,681,Germany,Male,31,4.0,97338,2,0,0,48226,0
8773,15592123,Buccho,768,France,Male,30,6.0,0,2,1,1,199454,0
8774,15589200,Madukaife,617,Spain,Male,34,9.0,0,2,1,0,118749,0
8775,15602934,Dunn,452,France,Female,33,6.0,131698,2,1,0,151623,0
8776,15812720,Hooker,807,Germany,Male,37,10.0,130110,2,0,1,172097,0
8777,15695383,Griffin,567,Spain,Male,44,9.0,0,2,1,0,87677,0
8778,15723064,Kistler,603,Spain,Male,24,1.0,165149,2,1,0,21858,0
8779,15761606,Law,617,Spain,Female,37,9.0,101707,1,1,0,123866,0
8780,15650322,Grigoryeva,701,France,Female,34,3.0,105588,1,0,1,74694,0
8781,15669782,Chu,820,Germany,Male,39,9.0,111336,1,1,0,16770,1
8782,15751628,Onyemachukwu,438,France,Male,60,7.0,78391,1,0,1,49424,0
8783,15809057,Lu,600,Spain,Female,27,6.0,0,2,1,1,172031,0
8784,15617052,Watson,782,France,Male,34,9.0,0,1,1,0,183021,1
8785,15590810,Fallaci,638,Germany,Female,41,9.0,144326,1,1,0,73979,1
8786,15801293,Ni,850,Germany,Male,27,1.0,101278,2,1,1,26265,0
8787,15770968,Leason,741,Germany,Female,19,8.0,108711,2,1,0,24857,0
8788,15572356,Tsai,689,Spain,Male,73,1.0,108555,1,0,1,167969,0
8789,15603247,Bruner,743,Germany,Female,35,1.0,146781,1,1,0,189307,0
8790,15619116,Wallace,493,France,Female,36,2.0,0,2,0,1,99770,0
8791,15691792,Young,416,Spain,Male,35,8.0,0,1,0,0,119712,0
8792,15783276,Forbes,725,France,Female,25,9.0,0,2,1,1,168607,0
8793,15766137,Muir,497,France,Male,34,1.0,0,2,1,1,83087,0
8794,15574554,Pugh,537,Germany,Male,66,8.0,103291,2,1,1,130664,0
8795,15578671,Webb,706,Spain,Female,29,1.0,209490,1,1,1,133267,1
8796,15716608,Walker,651,Spain,Male,38,1.0,0,3,1,0,67029,1
8797,15690670,Cox,720,France,Male,33,2.0,0,2,0,1,141031,0
8798,15630466,Maclean,797,France,Male,45,8.0,0,1,0,0,125110,0
8799,15630349,Hollis,543,Spain,Male,23,5.0,0,2,1,0,117832,0
8800,15803801,Jamieson,454,France,Male,34,4.0,0,2,1,0,198817,0
8801,15647890,Su,691,France,Male,37,9.0,149405,1,1,1,146411,0
8802,15606115,P'eng,510,France,Female,52,1.0,191665,1,1,1,131312,1
8803,15714642,Hawkins,792,Spain,Female,40,1.0,0,1,1,0,141652,0
8804,15741181,Ndubuagha,721,France,Male,41,6.0,135071,1,1,1,64477,0
8805,15773973,Hill,765,France,Male,41,2.0,0,2,0,1,191215,0
8806,15758546,Norton,850,Spain,Male,39,8.0,0,2,1,1,37090,0
8807,15598940,Achebe,681,Germany,Male,38,6.0,181804,2,1,1,57517,0
8808,15669783,Simpson,586,France,Female,60,3.0,47020,2,0,1,63241,1
8809,15624993,Chiang,753,France,Female,36,7.0,128518,1,1,1,44567,1
8810,15760568,Dalrymple,593,Germany,Female,38,5.0,142658,2,0,1,135337,0
8811,15699047,Chukwuemeka,674,France,Female,21,9.0,120150,2,1,1,33964,0
8812,15616168,Ojiofor,610,France,Female,35,7.0,81905,1,1,1,61623,0
8813,15773146,Rubeo,652,France,Male,26,3.0,137998,2,0,1,168989,0
8814,15770375,Fanucci,850,Germany,Female,26,1.0,123126,1,1,0,74425,0
8815,15589725,Zubarev,740,France,Female,51,1.0,0,2,1,1,178929,0
8816,15710034,T'ao,637,Germany,Male,43,1.0,135645,2,0,1,101382,1
8817,15800806,Pai,685,Spain,Male,31,7.0,122449,2,1,1,180769,0
8818,15570485,Udegbunam,558,Spain,Male,40,1.0,161766,1,0,0,92378,0
8819,15575391,Claypool,677,France,Female,37,3.0,0,2,1,1,38252,0
8820,15790750,Manfrin,592,Germany,Male,36,10.0,123187,1,0,1,146111,0
8821,15714832,Baker,652,Germany,Male,36,9.0,150956,1,0,0,72350,0
8822,15619953,Efremov,662,Spain,Female,42,6.0,105021,1,1,0,48242,0
8823,15673929,Chin,543,France,Male,64,4.0,0,2,1,1,148305,0
8824,15578835,Brookes,675,Spain,Female,50,1.0,133204,1,0,1,8270,0
8825,15752388,Doyle,643,Spain,Female,35,6.0,0,2,1,1,41549,0
8826,15797081,Ajuluchukwu,611,Germany,Female,49,9.0,115488,2,1,1,138656,1
8827,15570194,Ikemefuna,412,France,Male,29,5.0,0,2,0,0,12510,0
8828,15580149,Fowler,638,Spain,Male,41,7.0,0,2,1,0,43889,0
8829,15777708,Liao,824,Spain,Female,38,3.0,0,2,1,0,192800,0
8830,15769955,Onuora,683,France,Female,40,1.0,0,2,0,0,75762,0
8831,15810444,Aksenov,562,Germany,Female,39,6.0,130565,1,1,0,9854,1
8832,15645593,Trevisani,599,France,Female,41,2.0,91328,1,1,0,115724,0
8833,15765345,Wood,753,France,Male,35,4.0,0,2,1,1,106303,0
8834,15760873,Lombardo,594,France,Male,50,7.0,81310,1,1,1,183868,0
8835,15794178,Walpole,657,France,Male,34,3.0,107136,1,1,0,153895,0
8836,15589361,Chikwendu,716,Spain,Male,34,9.0,0,1,1,1,66695,0
8837,15662483,Ko,850,France,Male,43,7.0,0,2,1,1,173851,0
8838,15809736,Steigrad,664,France,Male,46,2.0,0,1,1,1,177423,1
8839,15731148,Isayeva,558,France,Male,33,0.0,108477,1,1,1,109096,1
8840,15774328,Boni,606,Germany,Male,40,1.0,144757,2,1,1,166656,0
8841,15646969,Anayolisa,776,Spain,Male,33,2.0,0,2,1,1,176921,0
8842,15718769,Fallaci,557,Spain,Male,36,1.0,113110,1,1,0,98413,0
8843,15610226,Fenton,614,France,Female,27,9.0,106414,2,0,0,77500,0
8844,15616270,Chao,620,Spain,Male,42,4.0,106920,1,0,1,119747,0
8845,15790717,Osinachi,695,Spain,Male,35,7.0,0,2,1,0,160387,0
8846,15635703,Chu,729,Germany,Female,39,1.0,131513,1,1,1,193715,0
8847,15616365,Obiuto,571,France,Female,53,2.0,0,2,1,0,28045,0
8848,15630244,Chu,457,France,Male,40,10.0,134320,2,1,0,150757,0
8849,15734714,Nash,559,France,Female,29,3.0,79715,1,1,0,82252,0
8850,15721433,Hixson,664,France,Female,38,4.0,74306,2,1,0,154395,0
8851,15590201,Fiorentini,500,Spain,Female,50,1.0,0,4,1,1,83866,1
8852,15590828,Chidimma,782,Germany,Male,42,7.0,126428,1,1,0,39830,0
8853,15752097,Chiazagomekpere,708,Spain,Male,38,8.0,99640,1,1,0,12429,0
8854,15800031,Laura,681,France,Male,43,1.0,66338,1,1,1,18772,1
8855,15630857,Wu,674,Spain,Female,39,6.0,0,2,1,1,9574,0
8856,15689953,Toscani,697,Spain,Male,43,10.0,128226,1,0,0,188486,0
8857,15759733,McMillan,774,France,Female,26,5.0,0,2,1,1,64716,0
8858,15810826,Chiekwugo,624,France,Male,36,6.0,0,2,0,0,84749,0
8859,15668009,Hendley,747,Spain,Male,37,1.0,0,2,0,1,180551,0
8860,15743456,Birnie,715,France,Female,32,10.0,0,2,1,0,60907,0
8861,15725762,Kemp,808,France,Male,24,4.0,122168,1,1,0,174107,0
8862,15761713,Johnstone,678,France,Female,43,7.0,178074,1,0,0,110405,0
8863,15769246,Lo Duca,813,Germany,Male,59,2.0,135078,1,1,0,187636,1
8864,15781129,Montgomery,687,Spain,Male,38,8.0,69434,2,1,1,66580,1
8865,15599124,Miller,832,France,Female,29,5.0,0,2,1,0,178779,0
8866,15639004,Chiemezie,668,France,Male,72,2.0,0,2,1,1,70783,0
8867,15810995,Wright,526,Germany,Male,34,3.0,122726,1,1,1,46772,0
8868,15653773,Shaw,457,France,Female,38,7.0,164496,1,1,1,163327,0
8869,15708357,Chapman,649,Spain,Female,38,8.0,0,1,1,0,103760,0
8870,15733597,Y?an,669,France,Female,41,0.0,150219,2,0,0,107839,0
8871,15789560,Clark,668,France,Male,42,8.0,187534,1,1,1,32900,1
8872,15699524,Howells,466,France,Female,30,3.0,0,1,1,0,193984,0
8873,15626475,Gamble,685,France,Male,30,2.0,0,2,1,1,140889,0
8874,15810839,Rogers,610,France,Male,34,0.0,103108,1,0,0,125646,0
8875,15684318,McMillan,582,Germany,Female,50,6.0,96486,2,1,1,20344,0
8876,15768120,Brown,702,Germany,Male,36,9.0,90560,2,1,0,174268,0
8877,15712807,Robertson,556,Spain,Male,46,3.0,131764,1,1,1,108500,1
8878,15696371,Thomas,812,Spain,Female,24,1.0,92476,1,0,0,83247,0
8879,15675794,Hsing,645,Germany,Male,47,9.0,152076,1,1,0,121840,1
8880,15774277,Chiu,809,France,Male,43,2.0,0,2,1,1,132908,0
8881,15603764,Chang,560,France,Male,49,4.0,0,1,1,1,100075,1
8882,15618647,Kornilova,744,France,Male,29,1.0,43504,1,1,1,119327,0
8883,15614643,Chifo,731,Spain,Female,39,2.0,0,2,1,0,136737,0
8884,15707696,Lu,471,Spain,Female,28,5.0,0,2,1,1,22356,0
8885,15749583,Bellucci,686,Germany,Female,38,2.0,93569,3,0,0,10137,1
8886,15815125,Michael,668,Spain,Male,45,4.0,102486,2,1,1,158379,0
8887,15779620,Sinclair,575,France,Male,36,1.0,0,1,0,1,94570,0
8888,15768233,Chukwuebuka,435,Germany,Male,37,8.0,114346,1,0,1,980,1
8889,15637788,Schmidt,743,France,Male,23,3.0,110203,1,1,0,95583,0
8890,15777046,Parry,580,France,Female,39,9.0,128362,1,1,0,86044,0
8891,15788723,McIntyre,599,Germany,Female,49,1.0,143888,2,1,1,166236,1
8892,15790489,Lo Duca,534,Spain,Male,34,5.0,170600,1,0,1,5240,0
8893,15739476,Ferrari,680,France,Female,32,5.0,0,1,1,1,150684,0
8894,15612670,Berry,631,Spain,Female,46,10.0,0,2,1,1,129508,0
8895,15631222,Cattaneo,485,France,Female,39,1.0,75339,1,1,1,70665,0
8896,15658972,Foster,699,France,Female,40,8.0,122038,1,1,0,102085,0
8897,15724691,Gordon,712,France,Male,34,1.0,0,2,1,1,195052,0
8898,15740442,May,603,France,Male,51,8.0,186825,1,1,0,93739,1
8899,15760427,Cameron,850,France,Male,40,6.0,124788,1,1,0,65612,0
8900,15677939,Ch'eng,584,France,Female,41,3.0,0,2,1,1,160095,0
8901,15611599,Curtis,604,France,Female,71,2.0,0,2,1,1,49506,0
8902,15633474,Whitehead,586,France,Male,51,2.0,138553,1,1,1,92406,0
8903,15671973,Chukwuemeka,467,Spain,Male,39,5.0,0,2,1,1,7415,0
8904,15790019,Onwughara,520,France,Male,35,9.0,105387,1,1,1,25059,0
8905,15737735,Grant,683,Spain,Male,40,4.0,95053,1,1,1,116816,1
8906,15661745,Browne,557,France,Male,36,3.0,0,1,0,1,144078,0
8907,15797065,Goloubev,613,Spain,Female,32,0.0,0,2,0,1,126675,0
8908,15710671,Gordon,786,France,Male,34,3.0,137361,1,0,0,183682,0
8909,15656522,Sutherland,593,Spain,Male,32,10.0,158537,1,1,0,166850,0
8910,15705085,Quesada,670,Spain,Female,29,9.0,0,2,1,0,27359,0
8911,15744873,Wright,657,Germany,Female,48,5.0,143595,1,0,0,101314,1
8912,15781914,Simmons,718,Germany,Male,32,9.0,169947,2,1,1,27979,0
8913,15637354,Yobachukwu,623,France,Female,24,7.0,148167,2,1,1,109470,0
8914,15717307,Read,496,France,Male,31,5.0,0,2,1,0,93713,0
8915,15746695,Wunder,429,France,Female,39,6.0,48023,1,1,0,74870,0
8916,15804962,Nnaife,606,France,Male,36,1.0,155655,1,1,1,192387,1
8917,15665378,Shen,499,France,Female,46,6.0,0,2,1,0,73457,0
8918,15757865,Powell,642,France,Male,62,7.0,0,2,1,1,61120,0
8919,15578787,Goddard,641,France,Female,52,4.0,0,1,1,0,90964,1
8920,15794323,Buckley,673,France,Male,32,8.0,121240,1,1,0,116969,0
8921,15697546,McIntyre,570,France,Female,36,3.0,0,2,1,0,92118,0
8922,15629519,Yen,472,France,Female,37,1.0,0,2,1,1,48357,0
8923,15624703,Okonkwo,550,Germany,Male,35,9.0,129847,2,1,0,197325,0
8924,15570002,Burlingame,625,Germany,Female,55,8.0,118772,4,0,0,135853,1
8925,15808566,Hs?,516,France,Male,46,2.0,0,2,1,1,169122,0
8926,15805463,Board,682,Germany,Male,32,2.0,105163,2,1,1,164170,0
8927,15709136,Adams,620,France,Male,28,8.0,0,2,1,1,199909,0
8928,15801605,Rizzo,626,France,Female,39,0.0,0,2,1,1,83295,0
8929,15567855,Chukwufumnanya,623,France,Female,29,1.0,0,2,0,0,39382,0
8930,15675141,Fraser,569,France,Female,35,1.0,93934,1,1,0,184748,0
8931,15665759,Russell,724,France,Female,69,5.0,117866,1,1,1,62280,0
8932,15761487,Yefimova,678,France,Female,55,1.0,0,1,0,1,196794,1
8933,15700394,Palermo,713,Spain,Female,26,4.0,122857,2,1,0,144682,1
8934,15631162,Bergamaschi,631,France,Male,32,10.0,0,2,0,1,196342,0
8935,15630641,Shao,846,France,Female,37,6.0,127103,1,1,1,41516,0
8936,15585066,Chimaraoke,660,France,Female,43,1.0,0,1,0,1,112026,1
8937,15722991,McGregor,567,France,Male,54,9.0,96402,1,0,0,52035,1
8938,15737404,Kesteven,731,France,Male,31,1.0,132512,1,1,1,185466,0
8939,15722409,Ritchie,693,Spain,Male,47,8.0,107604,1,1,1,80149,0
8940,15806420,Jenks,772,France,Male,34,9.0,0,2,1,0,170980,0
8941,15658148,Udokamma,657,France,Male,38,7.0,0,2,1,0,185827,0
8942,15810660,Boyle,774,Germany,Male,34,4.0,120875,2,0,1,113407,0
8943,15709780,Azuka,667,France,Female,37,9.0,71786,2,1,1,67734,0
8944,15727350,Pai,516,France,Female,37,8.0,113143,1,0,0,3363,0
8945,15752312,Howells,551,Spain,Male,49,1.0,150777,2,1,1,135757,0
8946,15616745,Hs?,542,Spain,Male,35,2.0,174894,1,1,1,22314,0
8947,15572294,Kelly,623,France,Male,28,7.0,0,1,0,0,129526,0
8948,15674110,Walton,701,France,Female,43,2.0,160416,1,0,1,37266,0
8949,15662501,Ebelechukwu,583,France,Male,48,3.0,91246,1,1,0,60017,1
8950,15649239,Vasilieva,731,Spain,Male,46,10.0,0,2,1,0,153015,0
8951,15700424,Hsiao,461,France,Female,35,5.0,0,1,1,1,54209,0
8952,15636388,Abrego,702,Germany,Female,23,7.0,98775,1,1,0,114603,0
8953,15713975,Gibson,565,Germany,Female,47,10.0,139756,1,1,0,165849,1
8954,15592925,Giordano,711,Spain,Male,42,3.0,177626,3,0,1,16392,1
8955,15581626,Mancini,664,France,Male,54,8.0,0,1,1,1,162719,1
8956,15641319,Afanasyeva,518,Spain,Male,50,4.0,0,1,0,0,107112,1
8957,15723481,Wright,728,Spain,Male,42,8.0,0,2,0,1,41823,0
8958,15787825,Okwudiliolisa,585,Germany,Male,37,6.0,152496,1,1,1,99907,0
8959,15710726,Hughes,573,France,Male,52,1.0,0,2,0,1,178229,0
8960,15627195,Parrott,568,Germany,Male,26,1.0,112930,2,1,0,22095,0
8961,15657957,Hughes,602,Germany,Female,26,8.0,113674,1,1,0,197861,1
8962,15676117,Zinachukwudi,603,France,Male,44,9.0,0,1,1,0,138328,0
8963,15607874,Keane,687,France,Male,38,0.0,144450,1,0,1,137276,0
8964,15796993,McCollum,741,France,Male,52,1.0,171236,2,0,0,21834,1
8965,15649858,Simpson,469,Spain,Male,37,9.0,96776,1,1,1,119890,0
8966,15811032,Gambrell,477,Germany,Female,58,8.0,145984,1,1,1,24564,0
8967,15679963,Moretti,737,Germany,Male,43,8.0,96353,1,0,0,10209,0
8968,15579131,Ricci,835,France,Male,25,7.0,0,2,1,1,83449,0
8969,15572428,Rieke,717,Germany,Female,33,0.0,115777,1,1,1,81508,0
8970,15622461,Ndubuagha,562,France,Female,51,7.0,122822,2,0,0,32626,0
8971,15636105,Chung,758,Spain,Male,61,2.0,0,2,1,1,43982,0
8972,15583849,Ts'ai,408,France,Male,40,3.0,0,2,0,0,124874,0
8973,15718780,Cox,650,Spain,Female,32,4.0,79450,1,1,1,118324,0
8974,15739271,Lei,582,Germany,Male,33,2.0,122394,1,1,1,22113,0
8975,15697129,Ulyanova,706,Spain,Female,43,1.0,0,2,1,0,31962,0
8976,15763415,Gray,567,Germany,Male,41,0.0,134378,1,1,1,105746,0
8977,15796617,McGregor,720,France,Male,29,2.0,0,2,1,0,39925,0
8978,15626628,Tretiakova,631,Spain,Female,31,2.0,88161,2,1,0,127630,0
8979,15765857,Genovesi,623,Spain,Male,41,2.0,142412,1,1,0,28778,0
8980,15742511,Gordon,514,France,Male,35,3.0,121030,1,1,0,10008,0
8981,15786433,Aitken,650,Germany,Female,35,3.0,165982,2,1,1,24482,0
8982,15685805,Ginikanwa,673,Spain,Female,35,6.0,0,2,1,0,98618,0
8983,15627971,Coates,504,France,Female,32,1.0,206663,1,0,0,16281,0
8984,15783025,Piazza,723,Germany,Male,37,3.0,94661,2,1,0,121239,0
8985,15726289,Cawood,645,France,Male,25,0.0,174400,1,1,0,42669,0
8986,15802118,Ignatieff,664,Spain,Male,41,7.0,123428,1,1,1,164924,0
8987,15607990,Gallo,760,Spain,Male,43,6.0,175735,1,1,1,157337,0
8988,15695932,Yelverton,766,Spain,Male,36,5.0,78381,1,0,1,153831,0
8989,15812279,William,634,France,Male,37,5.0,115345,2,0,0,168781,0
8990,15687558,Mault,640,Germany,Female,31,10.0,118613,1,1,0,168469,0
8991,15729065,Mackay,784,Germany,Male,28,2.0,109960,2,1,1,170829,0
8992,15698902,McIntyre,547,Germany,Female,42,1.0,142703,1,1,0,86207,1
8993,15570192,Henry,608,Germany,Female,40,8.0,121729,1,0,0,61164,0
8994,15809265,Kao,547,France,Female,35,4.0,0,1,1,1,133287,0
8995,15745201,Frewin,612,France,Female,43,4.0,139496,2,1,1,77128,0
8996,15580623,Yefremova,573,Spain,Male,28,8.0,0,2,0,0,77660,0
8997,15578156,Anenechukwu,615,Spain,Male,32,5.0,138521,1,1,1,56897,0
8998,15631063,Trentino,710,France,Female,33,1.0,0,2,1,0,72945,0
8999,15692577,Tomlinson,674,Germany,Female,38,10.0,83727,1,1,0,45418,0
9000,15810910,Royston,702,Spain,Female,38,9.0,0,2,1,1,158527,0
9001,15723217,Cremonesi,616,France,Male,37,9.0,0,1,1,0,111312,0
9002,15733111,Yeh,688,Spain,Male,32,6.0,124179,1,1,1,138759,0
9003,15610727,Ch'in,605,France,Male,36,7.0,128829,1,1,0,190588,0
9004,15792720,Martinez,676,France,Male,33,6.0,171490,1,0,0,79099,0
9005,15723153,Wearing,708,Spain,Male,33,3.0,0,2,1,0,138613,0
9006,15802823,Maclean,745,Spain,Female,38,7.0,0,2,1,1,194230,0
9007,15756118,T'ao,661,Spain,Male,20,1.0,0,1,1,0,110252,0
9008,15684934,Rose,726,France,Male,31,9.0,0,2,1,1,106117,0
9009,15776936,Whitworth,475,France,Male,40,7.0,160818,1,0,1,169642,1
9010,15729087,Suttor,751,Germany,Male,54,9.0,156367,2,0,1,116179,0
9011,15786463,Hsing,645,Germany,Female,59,8.0,121669,2,0,0,91,1
9012,15717498,Boni,775,France,Male,42,6.0,133970,2,0,1,187839,0
9013,15718406,Marshall,540,France,Male,41,3.0,0,2,1,0,121098,0
9014,15799468,Catchpole,591,France,Female,34,3.0,96127,1,0,0,30972,0
9015,15626383,Tang,596,Spain,Male,60,7.0,121907,1,0,1,30314,0
9016,15597385,Siddons,573,Spain,Male,41,5.0,0,2,0,1,14479,0
9017,15570271,Wan,577,Spain,Male,31,6.0,0,1,1,1,196395,0
9018,15690330,Efimov,830,Germany,Female,40,8.0,77701,1,0,1,19512,0
9019,15680611,Rose,663,France,Male,67,9.0,0,3,1,1,72318,0
9020,15810227,Fanucci,421,France,Male,34,2.0,0,2,1,1,96615,0
9021,15807194,Iweobiegbulam,718,Spain,Male,34,5.0,113922,2,1,0,30772,0
9022,15712199,Ijendu,655,Germany,Female,61,2.0,183997,2,1,1,161217,0
9023,15694995,O'Sullivan,712,France,Male,23,2.0,0,2,0,1,66795,0
9024,15723400,Hutchinson,663,France,Male,28,4.0,0,2,1,1,123969,0
9025,15654772,Kwemto,640,France,Female,47,6.0,89799,2,0,1,13783,1
9026,15574743,Chiu,577,Spain,Male,29,2.0,0,1,1,1,168924,0
9027,15807593,Berry,546,Spain,Female,36,7.0,85660,1,0,0,134778,0
9028,15686718,Hung,802,Germany,Male,37,9.0,115569,1,0,1,119782,0
9029,15695299,Mordvinova,590,France,Female,45,2.0,81828,1,1,0,52167,0
9030,15722701,Bruno,594,Germany,Male,18,1.0,132694,1,1,0,167689,0
9031,15799635,Arbour,577,Spain,Male,51,2.0,108867,1,0,0,140800,1
9032,15742323,Barese,541,France,Male,39,7.0,0,2,1,0,19823,0
9033,15658435,Hingston,781,France,Female,27,5.0,0,2,0,0,72969,0
9034,15586029,Davis,806,Germany,Male,34,2.0,96152,2,1,0,143711,0
9035,15772337,Lawrence,723,Germany,Female,49,0.0,153855,1,1,1,180862,1
9036,15807555,Chung,535,France,Male,45,2.0,0,2,1,0,125658,0
9037,15603378,Padovano,768,France,Female,36,3.0,141334,1,0,1,125870,0
9038,15792862,Blinova,653,Germany,Male,41,1.0,104584,1,1,0,15126,1
9039,15657349,Carter,803,Germany,Female,50,8.0,98173,1,0,0,22457,1
9040,15777614,Webb,545,Spain,Female,44,1.0,0,2,1,1,82614,0
9041,15653952,T'an,581,Germany,Female,38,3.0,135157,1,1,1,32919,0
9042,15724336,Yates,513,Germany,Female,49,1.0,171601,1,1,0,126223,0
9043,15689594,Su,731,France,Male,29,5.0,179539,1,0,0,112010,0
9044,15801920,Christian,727,Germany,Male,39,5.0,80615,2,0,0,180962,0
9045,15653347,Chiu,560,Spain,Male,47,1.0,0,1,0,0,128882,1
9046,15749951,Sacco,766,Germany,Male,27,5.0,126285,1,1,0,177614,1
9047,15648178,Lettiere,630,Germany,Female,23,4.0,137964,1,0,1,174570,0
9048,15738662,Daluchi,652,Germany,Male,41,9.0,159434,1,1,0,178373,0
9049,15640855,T'ien,729,Germany,Male,40,1.0,113574,2,1,0,103396,0
9050,15584288,Hung,629,France,Female,33,6.0,0,2,1,1,59129,0
9051,15760988,Liu,667,Germany,Male,33,9.0,124573,2,0,0,683,0
9052,15569624,Feng,671,Germany,Female,31,6.0,105864,2,1,0,145567,0
9053,15597949,Gilbert,768,Germany,Female,47,5.0,104552,1,1,0,48137,1
9054,15604551,Robb,732,France,Female,35,3.0,0,2,1,0,90876,0
9055,15617476,Manfrin,546,France,Female,30,1.0,0,2,0,1,198543,0
9056,15645323,Chinwenma,630,France,Male,55,2.0,0,1,1,1,106202,1
9057,15793311,Smith,765,Germany,Female,46,8.0,119492,2,0,1,166896,1
9058,15764153,Rowe,704,France,Female,33,0.0,130499,2,1,1,74804,0
9059,15802560,Moran,470,Spain,Female,48,1.0,140576,1,1,1,116971,0
9060,15728608,Walker,688,Germany,Female,34,9.0,91025,2,0,1,163783,0
9061,15770474,Myers,685,France,Female,33,1.0,0,3,0,1,70221,1
9062,15724444,Wall,567,France,Female,38,1.0,125877,2,1,1,107841,0
9063,15753110,McKay,720,Spain,Male,64,3.0,45752,2,1,0,79623,1
9064,15711521,Egobudike,609,France,Male,39,3.0,121778,1,1,1,138399,0
9065,15632816,Williams,521,Germany,Female,49,1.0,127948,1,1,1,182765,0
9066,15693637,Ochoa,556,France,Female,30,1.0,0,2,1,1,186648,0
9067,15725509,Otutodilinna,662,Germany,Male,30,5.0,115286,2,1,1,149587,0
9068,15684645,Ajuluchukwu,704,Germany,Male,41,9.0,62078,2,1,0,129050,0
9069,15692235,Bellucci,750,France,Female,38,1.0,0,2,1,0,47764,0
9070,15777459,Gordon,619,Spain,Female,32,4.0,175406,2,1,1,172792,1
9071,15656937,Johnston,468,Spain,Male,26,1.0,131643,1,1,0,64436,0
9072,15610643,De Luca,435,Germany,Male,44,3.0,151739,1,1,0,167461,0
9073,15777315,Hill,529,France,Male,43,6.0,93616,2,0,0,98348,0
9074,15611058,Eluemuno,702,Germany,Female,60,5.0,138597,2,1,1,41536,1
9075,15630413,Howarth,608,France,Female,41,5.0,0,2,1,1,72462,0
9076,15635942,Thomson,576,France,Male,40,1.0,0,2,1,0,112465,1
9077,15648858,King,666,France,Female,27,1.0,85225,1,0,1,64511,0
9078,15810732,Grant,730,France,Female,36,8.0,148749,2,1,0,91830,0
9079,15705448,Gilbert,647,Germany,Male,52,7.0,130013,1,1,1,190806,1
9080,15730488,Richmond,516,Spain,Female,27,1.0,0,1,0,1,112311,0
9081,15620443,Fiorentino,711,France,Female,81,6.0,0,2,1,1,72276,0
9082,15741078,Greece,736,France,Male,54,7.0,111729,2,0,1,84920,0
9083,15753161,Dickson,768,France,Female,36,1.0,180169,2,1,0,17348,0
9084,15711396,Henderson,427,Spain,Male,40,8.0,0,2,1,1,82870,0
9085,15593499,Stevens,686,Spain,Female,47,6.0,0,1,1,0,32080,1
9086,15579189,Mitchell,690,France,Female,42,5.0,0,2,0,1,120512,0
9087,15743545,Nworie,647,Spain,Female,29,2.0,0,2,1,0,179032,0
9088,15791316,Boni,714,France,Male,35,3.0,0,2,1,1,95623,0
9089,15608246,Wentcher,736,Germany,Female,36,8.0,103914,1,1,1,110035,1
9090,15676526,Bentley,608,France,Female,34,4.0,88772,1,1,1,168822,0
9091,15813911,Hayes-Williams,809,France,Female,39,5.0,0,1,1,0,77705,0
9092,15630195,Johnstone,745,France,Female,40,6.0,131184,1,1,1,49815,0
9093,15736250,Johnstone,781,France,Male,38,2.0,117810,1,0,1,65632,1
